bidder,neighbor winner average final round number,neighbor winner neighbors per bid,neighbor winner any neighbors per bid,wild tract winner average final round number,wild tract winner average neighbors per bid,wild tract winner average any neighbors per bid,existing winner average final round number,existing winner average neighbors per bid,existing winner average any neighbors per bid,winner average final round number,winner average neighbors per bid,winner average any neighbors per bid,neighbor bg bids,neighbor average final round number,neighbor blocks won,neighbor neighbors per bid,neighbor any neighbors per bid,neighbor num wins,wild tract bg bids,wild tract average final round number,wild tract blocks won,wild tract average neighbors per bid,wild tract average any neighbors per bid,wild tract num wins,existing bg bids,existing average final round number,existing blocks won,existing average neighbors per bid,existing average any neighbors per bid,existing num wins,num bids,average final round number,total blocks won,average neighbors per bid,average any neighbors per bid,num wins,wins/bid,blocks/win
"Pathway Com-Tel, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.333333333333334,0.0,2.0,6.333333333333333,0.0,1.0,13.0,0.0,0.0,10.0,0.0,1.0,13.0,0.0,1.0,17.0,0.0,5,13.8,0,1.4,9.2,0,0.0,0.0
"Pathwayz Communications, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.666666666666666,0.0,1.6666666666666667,12.0,0.0,4.0,15.75,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,15.285714285714286,0,0.7142857142857143,11.142857142857142,0,0.0,0.0
"Planters Communications, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.5,0.0,5.166666666666667,8.166666666666666,0.0,7,12.285714285714286,0,4.857142857142857,7.857142857142857,0,0.0,0.0
"PocketiNet Communications, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.6,0.0,2.2,8.5,0.0,13.0,12.846153846153847,0.0,0.0,7.3076923076923075,0.0,19.0,13.263157894736842,0.0,6.2631578947368425,8.105263157894736,0.0,42,13.214285714285714,0,3.357142857142857,7.9523809523809526,0,0.0,0.0
"Poka Lambro Telecommunications, Ltd.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.857142857142858,0.0,1.8571428571428572,10.428571428571429,0.0,15.0,14.6,0.0,0.0,9.066666666666666,0.0,5.0,16.0,0.0,3.6,6.0,0.0,27,15.185185185185185,0,1.1481481481481481,8.851851851851851,0,0.0,0.0
"Quantum Telecommunications, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,1.6,7.8,0.0,16.0,13.375,0.0,0.0,7.375,0.0,1.0,14.0,0.0,3.0,10.0,0.0,22,13.545454545454545,0,0.5,7.590909090909091,0,0.0,0.0
"Rainbow Telecommunications Association, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.285714285714286,0.0,8.928571428571429,7.357142857142857,0.0,15,13.266666666666667,0,8.533333333333333,7.4,0,0.0,0.0
Rocket Connect LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.551724137931034,0.0,1.5517241379310345,7.103448275862069,0.0,26.0,13.923076923076923,0.0,0.0,6.769230769230769,0.0,11.0,16.272727272727273,0.0,3.0,7.909090909090909,0.0,66,15.030303030303031,0,1.1818181818181819,7.106060606060606,0,0.0,0.0
Ronan Telephone Co,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,13.5,0.0,7.0,7.375,0.0,10,13.4,0,6.3,7.3,0,0.0,0.0
Rowe Wireless Networks LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,8.444444444444445,0.0,1.9444444444444444,7.777777777777778,0.0,27.0,8.0,0.0,0.0,6.518518518518518,0.0,16.0,10.125,0.0,5.5625,7.375,0.0,61,8.688524590163935,0,2.0327868852459017,7.114754098360656,0,0.0,0.0
San Bruno CityNet Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,2.1666666666666665,12.333333333333334,0.0,81.0,3.0,0.0,0.0,8.197530864197532,0.0,5.0,3.0,0.0,5.6,7.8,0.0,92,3.0,0,0.44565217391304346,8.445652173913043,0,0.0,0.0
San Diego Broadband,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.25,0.0,4.5,8.5,0.0,28.0,13.714285714285714,0.0,0.0,9.142857142857142,0.0,55.0,13.2,0.0,7.218181818181818,8.2,0.0,87,13.367816091954023,0,4.7701149425287355,8.517241379310345,0,0.0,0.0
"Santa Rosa Telephone Cooperative, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,13.75,0.0,2.142857142857143,6.928571428571429,0.0,12.0,13.583333333333334,0.0,0.0,5.416666666666667,0.0,17.0,13.705882352941176,0.0,7.294117647058823,10.117647058823529,0.0,57,13.701754385964913,0,3.2280701754385963,7.56140350877193,0,0.0,0.0
Scranton Telephone Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12.0,0,1.0,6.0,0,0.0,0.0
Siyeh Communications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,7.0,0.0,2.0,9.5,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9.666666666666666,0,0.3333333333333333,5.333333333333333,0,0.0,0.0
"Skybeam, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289.0,13.086505190311419,0.0,2.152249134948097,7.844290657439446,0.0,1096.0,8.933394160583942,0.0,0.0,8.093978102189782,0.0,1340.0,13.135074626865672,0.0,7.326865671641791,8.415671641791045,0.0,2725,11.44,0,3.831192660550459,8.225688073394496,0,0.0,0.0
"Sound Internet Services, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.5,0.0,1.5,5.75,0.0,2.0,10.0,0.0,0.0,9.5,0.0,14.0,10.071428571428571,0.0,6.642857142857143,7.214285714285714,0.0,20,10.15,0,4.95,7.15,0,0.0,0.0
South Central Wireless Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,3.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.6875,0.0,5.5,7.125,0.0,18,16.5,0,5.222222222222222,7.055555555555555,0,0.0,0.0
Southern Montana Telephone Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,11.0,0,2.0,9.0,0,0.0,0.0
"Southwest Arkansas Telephone Cooperative, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,3.0,11.0,0.0,3.0,12.0,0.0,0.0,3.6666666666666665,0.0,5.0,15.2,0.0,4.6,6.6,0.0,9,14.222222222222221,0,2.888888888888889,6.111111111111111,0,0.0,0.0
Southwest Minnesota Broadband Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,1.6363636363636365,8.272727272727273,0.0,15.0,15.0,0.0,0.0,6.466666666666667,0.0,11.0,15.0,0.0,5.636363636363637,8.727272727272727,0.0,37,15.0,0,2.1621621621621623,7.675675675675675,0,0.0,0.0
"Spiral Communications, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,1.7142857142857142,8.142857142857142,0.0,11.0,13.545454545454545,0.0,0.0,7.363636363636363,0.0,5.0,17.0,0.0,4.2,8.2,0.0,23,15.347826086956522,0,1.434782608695652,7.782608695652174,0,0.0,0.0
Spring Grove Communications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,16.0,0.0,2.25,7.75,0.0,11.0,15.454545454545455,0.0,0.0,6.909090909090909,0.0,3.0,16.0,0.0,3.0,7.666666666666667,0.0,18,15.666666666666666,0,1.0,7.222222222222222,0,0.0,0.0
Steelville Telephone Exchange Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.4,0.0,1.6,7.8,0.0,3.0,12.0,0.0,0.0,6.0,0.0,5.0,13.2,0.0,6.4,8.8,0.0,13,12.615384615384615,0,3.076923076923077,7.769230769230769,0,0.0,0.0
"Surf Air Wireless, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,13.31578947368421,0.0,2.0350877192982457,8.333333333333334,0.0,63.0,12.88888888888889,0.0,0.0,7.873015873015873,0.0,44.0,13.090909090909092,0.0,5.7272727272727275,8.522727272727273,0.0,164,13.091463414634147,0,2.2439024390243905,8.207317073170731,0,0.0,0.0
"ThinkBig Networks, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.166666666666666,0.0,2.0,7.166666666666667,0.0,13.0,11.538461538461538,0.0,0.0,7.615384615384615,0.0,18.0,12.666666666666666,0.0,5.0,6.722222222222222,0.0,37,12.027027027027026,0,2.7567567567567566,7.108108108108108,0,0.0,0.0
"Totah Communications, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,4.25,0.0,2.0,1.0,0.0,3.5,7.5,0.0,9,1.0,0,1.4444444444444444,5.222222222222222,0,0.0,0.0
"Tri County Telephone Association, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,7.0,0.0,1.6470588235294117,8.705882352941176,0.0,43.0,7.0,0.0,0.0,6.883720930232558,0.0,16.0,7.0,0.0,6.1875,7.9375,0.0,76,7.0,0,1.6710526315789473,7.5131578947368425,0,0.0,0.0
"Ultimate Internet Access, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.125,0.0,2.0,9.0,0.0,127.0,12.275590551181102,0.0,0.0,8.692913385826772,0.0,17.0,13.647058823529411,0.0,7.9411764705882355,9.470588235294118,0.0,152,12.526315789473685,0,0.993421052631579,8.796052631578947,0,0.0,0.0
"United Wireless Communications, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.91304347826087,0.0,2.782608695652174,7.260869565217392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.363636363636363,0.0,3.9545454545454546,7.5,0.0,45,11.622222222222222,0,3.3555555555555556,7.377777777777778,0,0.0,0.0
"Valley Telephone Cooperative, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,14.0,0.0,2.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,4.5,8.5,0.0,6,14.0,0,2.8333333333333335,8.0,0,0.0,0.0
Verizon Communications Inc.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.0,11.803191489361701,0.0,1.25,9.164893617021276,0.0,9606.0,12.379554445138455,0.0,0.0,7.891109723089736,0.0,38.0,11.789473684210526,0.0,1.6578947368421053,8.631578947368421,0.0,9832,12.366253051261188,0,0.03030919446704638,7.918327908868999,0,0.0,0.0
"Wabash Communications, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,5.8125,0.0,1.6875,7.875,0.0,34.0,4.352941176470588,0.0,0.0,8.323529411764707,0.0,11.0,5.2727272727272725,0.0,5.636363636363637,8.727272727272727,0.0,61,4.901639344262295,0,1.459016393442623,8.278688524590164,0,0.0,0.0
Western Iowa Wireless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,14.619718309859154,0.0,1.732394366197183,8.52112676056338,0.0,672.0,14.982142857142858,0.0,0.0,7.910714285714286,0.0,99.0,15.969696969696969,0.0,5.878787878787879,8.292929292929292,0.0,842,15.06769596199525,0,0.83729216152019,8.007125890736342,0,0.0,0.0
Wiggins Telephone Association,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,2.5,7.0,0.0,1.0,14.0,0.0,0.0,5.0,0.0,3.0,15.333333333333334,0.0,7.333333333333333,8.0,0.0,6,14.666666666666666,0,4.5,7.166666666666667,0,0.0,0.0
Woodstock Telephone Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,0.0,2.75,6.25,0.0,1.0,14.0,0.0,0.0,3.0,0.0,5.0,14.8,0.0,10.8,10.2,0.0,10,14.8,0,6.5,7.9,0,0.0,0.0
"XL Broadband, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.5,0.0,1.5,8.5,0.0,10.0,16.4,0.0,0.0,8.7,0.0,17.0,12.588235294117647,0.0,9.882352941176471,10.235294117647058,0.0,29,14.03448275862069,0,5.896551724137931,9.586206896551724,0,0.0,0.0
Zirkel Wireless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,4.0,11.0,0.0,1.0,15.0,0.0,0.0,2.0,0.0,15.0,13.0,0.0,6.0,6.266666666666667,0.0,17,13.117647058823529,0,5.529411764705882,6.294117647058823,0,0.0,0.0
"Blue Ridge Cable Technologies, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13.0,0,0.0,1.0,0,0.0,0.0
"Bug Tussel Wireless, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.0,13.077889447236181,0.0,0.0,7.866834170854271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398,13.077889447236181,0,0.0,7.866834170854271,0,0.0,0.0
"Cass Cable TV, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.6,0.0,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.6,0,0.0,6.7,0,0.0,0.0
Central Broadband Consortium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,14.0,0.0,0.0,7.475409836065574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122,14.0,0,0.0,7.475409836065574,0,0.0,0.0
Citizens Consortium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,7.142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,0,0.0,7.142857142857143,0,0.0,0.0
Cloverland Electric Cooperative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,4.0,0.0,0.0,6.424242424242424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,4.0,0,0.0,6.424242424242424,0,0.0,0.0
Concho Valley Electric Cooperative Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.857142857142858,0.0,0.0,8.857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,15.857142857142858,0,0.0,8.857142857142858,0,0.0,0.0
"Digital Path, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,10.921739130434782,0.0,0.0,8.97391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115,10.921739130434782,0,0.0,8.97391304347826,0,0.0,0.0
Dovetel Communications LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,16.466666666666665,0.0,0.0,7.066666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,16.466666666666665,0,0.0,7.066666666666666,0,0.0,0.0
"FastTrack Communications, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,11.0,0,0.0,8.5,0,0.0,0.0
"Flat Wireless, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354.0,13.125743415463042,0.0,0.0,8.55607476635514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2354,13.125743415463042,0,0.0,8.55607476635514,0,0.0,0.0
Grase Communications LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.6,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,16.6,0,0.0,8.2,0,0.0,0.0
IVS Comm Inc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,12.146666666666667,0.0,0.0,8.586666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,12.146666666666667,0,0.0,8.586666666666666,0,0.0,0.0
"Mohave Electric Cooperative, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,18.0,0,0.0,8.7,0,0.0,0.0
"NE Colorado Cellular, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,13.398230088495575,0.0,0.0,7.752212389380531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113,13.398230088495575,0,0.0,7.752212389380531,0,0.0,0.0
"Nuvera Communications, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,8.0,0.0,3.0,15.333333333333334,0.0,4.666666666666667,7.0,0.0,4,15.0,0,3.5,7.25,0,0.0,0.0
Premier Point,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932.0,9.63768115942029,0.0,0.0,7.739648033126294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1932,9.63768115942029,0,0.0,7.739648033126294,0,0.0,0.0
Pueblo of Jemez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13.0,0,0.0,6.5,0,0.0,0.0
Rockwell Cooperative Telephone Association,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14.0,0,0.0,9.6,0,0.0,0.0
Simple Networks Systems LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6197.0,10.27723091818622,0.0,0.0,7.563337098596095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6197,10.27723091818622,0,0.0,7.563337098596095,0,0.0,0.0
Standing Rock Telecommunications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,10.0,0,0.0,6.5,0,0.0,0.0
"Uintah Basin Electronic Telecommunications, L.L.C.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.833333333333333,0.0,0.0,9.833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,7.833333333333333,0,0.0,9.833333333333334,0,0.0,0.0
United States Cellular Corporation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,7.871794871794871,0.0,0.0,8.987179487179487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,7.871794871794871,0,0.0,8.987179487179487,0,0.0,0.0
"VTel Wireless, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,8.761904761904763,0.0,0.0,7.476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,8.761904761904763,0,0.0,7.476190476190476,0,0.0,0.0
"Valley Communications Association, LLC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,3.0,0.0,20.0,10.65,0.0,5.5,6.3,0.0,21,10.904761904761905,0,5.238095238095238,6.142857142857143,0,0.0,0.0
"Velocity Communications, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15.0,0,0.0,9.0,0,0.0,0.0
"Viasat, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61260.0,10.390352595494614,0.0,0.0,7.783708782239635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61260,10.390352595494614,0,0.0,7.783708782239635,0,0.0,0.0
Amherst Telephone Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,3.0,7.0,0.0,1,14.0,0,3.0,7.0,0,0.0,0.0
"Arvig Enterprises, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.166666666666666,0.0,7.666666666666667,9.333333333333334,0.0,6,9.166666666666666,0,7.666666666666667,9.333333333333334,0,0.0,0.0
"B2X Online, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,8.5,0.0,2,11.0,0,5.0,8.5,0,0.0,0.0
"Big Bend Telephone Company, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.727272727272727,0.0,9.636363636363637,7.181818181818182,0.0,11,16.727272727272727,0,9.636363636363637,7.181818181818182,0,0.0,0.0
CUMBERLAND TELEPHONE COMPANY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,7.333333333333333,9.333333333333334,0.0,3,12.0,0,7.333333333333333,9.333333333333334,0,0.0,0.0
Climax Telephone Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,8.0,8.0,0.0,1,10.0,0,8.0,8.0,0,0.0,0.0
"Coon Valley Co-op Telephone Association, Inc.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,4.5,5.0,0.0,2,15.0,0,4.5,5.0,0,0.0,0.0
Grand Mound Cooperative Telephone Association,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,6.5,9.5,0.0,2,15.0,0,6.5,9.5,0,0.0,0.0
Green Hills Telephone Corporation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,6.0,6.857142857142857,0.0,7,12.0,0,6.0,6.857142857142857,0,0.0,0.0
Heart of Iowa Communications Cooperative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,14.5,9.0,0.0,2,14.0,0,14.5,9.0,0,0.0,0.0
Hillsboro Telephone Company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,6.5,7.5,0.0,2,14.0,0,6.5,7.5,0,0.0,0.0
Hood Canal Communications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,4.0,6.0,0.0,1,12.0,0,4.0,6.0,0,0.0,0.0
